onset	duration	sample	value	trial_type
2.0000000000	n/a	2000	8	KITE
7.5010000000	n/a	7501	210	DOG
13.0020000000	n/a	13002	35	SUN
18.5030000000	n/a	18503	34	SNAKE
24.0040000000	n/a	24004	26	BIRD
29.5050000000	n/a	29505	210	DOG
35.0060000000	n/a	35006	210	DOG
40.5070000000	n/a	40507	36	TABLE
46.0080000000	n/a	46008	210	DOG
51.5090000000	n/a	51509	210	DOG
57.0100000000	n/a	57010	23	LADLE
62.5110000000	n/a	62511	29	CLOTHESP
68.0120000000	n/a	68012	38	SPIDERWE
73.5130000000	n/a	73513	210	DOG
79.0140000000	n/a	79014	25	MOTORCYC
84.5150000000	n/a	84515	3	AIRPLANE
90.0160000000	n/a	90016	28	ROLLERSK
95.5170000000	n/a	95517	4	BANANA
101.0180000000	n/a	101018	210	DOG
106.5190000000	n/a	106519	13	SPOON
112.0200000000	n/a	112020	2	CAMERA
117.5210000000	n/a	117521	210	DOG
123.0220000000	n/a	123022	22	LIPS
128.5230000000	n/a	128523	16	ZIPPER
134.0240000000	n/a	134024	20	HIPPOPOT
139.5250000000	n/a	139525	12	CRAB
145.0260000000	n/a	145026	11	HEART
150.5270000000	n/a	150527	210	DOG
156.0280000000	n/a	156028	1	BEE
161.5290000000	n/a	161529	5	CANDLE
167.0300000000	n/a	167030	6	DESK
172.5310000000	n/a	172531	31	PYRAMID
178.0320000000	n/a	178032	24	HAND
183.5330000000	n/a	183533	14	LADDER
189.0340000000	n/a	189034	18	GORILLA
194.5350000000	n/a	194535	9	SOCK
200.0360000000	n/a	200036	39	RECORDPL
205.5370000000	n/a	205537	33	ROLLINGP
211.0380000000	n/a	211038	10	KEY
216.5390000000	n/a	216539	210	DOG
222.0400000000	n/a	222040	17	FLOWER
227.5410000000	n/a	227541	40	GLASS
233.0420000000	n/a	233042	210	DOG
238.5430000000	n/a	238543	32	FOX
244.0440000000	n/a	244044	27	BASKET
249.5450000000	n/a	249545	30	APPLE
255.0460000000	n/a	255046	19	HARP
260.5470000000	n/a	260547	21	KANGAROO
266.0480000000	n/a	266048	7	DUCK
271.5490000000	n/a	271549	210	DOG
277.0500000000	n/a	277050	37	STOOL
282.5510000000	n/a	282551	210	DOG
288.0520000000	n/a	288052	210	DOG
293.5530000000	n/a	293553	15	SNAIL
299.0540000000	n/a	299054	66	WINDMILL
304.5550000000	n/a	304555	79	SCREWDRI
310.0560000000	n/a	310056	43	BROOM
315.5570000000	n/a	315557	67	EAR
321.0580000000	n/a	321058	58	FORK
326.5590000000	n/a	326559	61	LOBSTER
332.0600000000	n/a	332060	73	RHINOCER
337.5610000000	n/a	337561	55	SQUIRREL
343.0620000000	n/a	343062	210	DOG
348.5630000000	n/a	348563	52	DRESSER
354.0640000000	n/a	354064	210	DOG
359.5650000000	n/a	359565	62	KOALA
365.0660000000	n/a	365066	74	SAXOPHON
370.5670000000	n/a	370567	78	TOMATO
376.0680000000	n/a	376068	64	WOLF
381.5690000000	n/a	381569	210	DOG
387.0700000000	n/a	387070	63	DRAGONFL
392.5710000000	n/a	392571	70	PIPE
398.0720000000	n/a	398072	56	STAR
403.5730000000	n/a	403573	210	DOG
409.0740000000	n/a	409074	60	PROPELL
414.5750000000	n/a	414575	41	LIGHTBUL
420.0760000000	n/a	420076	69	COMB
425.5770000000	n/a	425577	57	TRAFFICL
431.0780000000	n/a	431078	210	DOG
436.5790000000	n/a	436579	210	DOG
442.0800000000	n/a	442080	210	DOG
447.5810000000	n/a	447581	68	PANTS
453.0820000000	n/a	453082	51	BELL
458.5830000000	n/a	458583	77	TELEPHON
464.0840000000	n/a	464084	76	MOUSE
469.5850000000	n/a	469585	210	DOG
475.0860000000	n/a	475086	59	FROG
480.5870000000	n/a	480587	65	HOUSE
486.0880000000	n/a	486088	49	SHOE
491.5890000000	n/a	491589	72	GRAPES
497.0900000000	n/a	497090	80	CAR
502.5910000000	n/a	502591	46	BUS
508.0920000000	n/a	508092	53	TIE
513.5930000000	n/a	513593	50	CIGARETT
519.0940000000	n/a	519094	210	DOG
524.5950000000	n/a	524595	71	GARBAGE
530.0960000000	n/a	530096	54	SWAN
535.5970000000	n/a	535597	210	DOG
541.0980000000	n/a	541098	47	FISHING 
546.5990000000	n/a	546599	44	BENCH
552.1000000000	n/a	552100	75	SYRINGE
557.6010000000	n/a	557601	210	DOG
563.1020000000	n/a	563102	210	DOG
568.6030000000	n/a	568603	45	BOTTLE
574.1040000000	n/a	574104	210	DOG
579.6050000000	n/a	579605	210	DOG
585.1060000000	n/a	585106	48	CHAIR
590.6070000000	n/a	590607	42	SPIDER
596.1080000000	n/a	596108	101	IGLOO
601.6090000000	n/a	601609	84	SPOOLOFT
607.1100000000	n/a	607110	90	HANGER
612.6110000000	n/a	612611	100	HELICOPT
618.1120000000	n/a	618112	210	DOG
623.6130000000	n/a	623613	106	NOSE
629.1140000000	n/a	629114	96	STARFISH
634.6150000000	n/a	634615	89	BAT
640.1160000000	n/a	640116	103	LION
645.6170000000	n/a	645617	95	CHURCH
651.1180000000	n/a	651118	210	DOG
656.6190000000	n/a	656619	210	DOG
662.1200000000	n/a	662120	119	TRUMPET
667.6210000000	n/a	667621	82	TREE
673.1220000000	n/a	673122	116	SKELETON
678.6230000000	n/a	678623	109	PELICAN
684.1240000000	n/a	684124	210	DOG
689.6250000000	n/a	689625	98	STRAWBER
695.1260000000	n/a	695126	210	DOG
700.6270000000	n/a	700627	110	FEATHER
706.1280000000	n/a	706128	88	MUSHROOM
711.6290000000	n/a	711629	115	WHISTLE
717.1300000000	n/a	717130	91	NAIL
722.6310000000	n/a	722631	114	SAW
728.1320000000	n/a	728132	105	GLOBE
733.6330000000	n/a	733633	112	TENNISRA
739.1340000000	n/a	739134	210	DOG
744.6350000000	n/a	744635	210	DOG
750.1360000000	n/a	750136	120	SCREW
755.6370000000	n/a	755637	81	PINEAPPL
761.1380000000	n/a	761138	92	ROOSTER
766.6390000000	n/a	766639	93	PENCIL
772.1400000000	n/a	772140	87	CARROT
777.6410000000	n/a	777641	83	SCALE
783.1420000000	n/a	783142	107	BEAR
788.6430000000	n/a	788643	117	TELESCOP
794.1440000000	n/a	794144	118	LAWNMOWE
799.6450000000	n/a	799645	94	DOLPHIN
805.1460000000	n/a	805146	97	LEAF
810.6470000000	n/a	810647	104	GLASSES
816.1480000000	n/a	816148	210	DOG
821.6490000000	n/a	821649	85	BUTTON
827.1500000000	n/a	827150	113	FAUCET
832.6510000000	n/a	832651	86	CACTUS
838.1520000000	n/a	838152	210	DOG
843.6530000000	n/a	843653	102	LAMP
849.1540000000	n/a	849154	210	DOG
854.6550000000	n/a	854655	111	DOLL
860.1560000000	n/a	860156	210	DOG
865.6570000000	n/a	865657	210	DOG
871.1580000000	n/a	871158	99	TOASTER
876.6590000000	n/a	876659	210	DOG
882.1600000000	n/a	882160	210	DOG
887.6610000000	n/a	887661	108	PEACOCK
893.1620000000	n/a	893162	210	DOG
898.6630000000	n/a	898663	158	BARREL
904.1640000000	n/a	904164	147	PALMTREE
909.6650000000	n/a	909665	150	PEAR
915.1660000000	n/a	915166	210	DOG
920.6670000000	n/a	920667	136	HORSESHO
926.1680000000	n/a	926168	210	DOG
931.6690000000	n/a	931669	210	DOG
937.1700000000	n/a	937170	210	DOG
942.6710000000	n/a	942671	210	DOG
948.1720000000	n/a	948172	124	CAN
953.6730000000	n/a	953673	138	ROCKET
959.1740000000	n/a	959174	160	YOYO
964.6750000000	n/a	964675	121	ANCHOR
970.1760000000	n/a	970176	149	PIANO
975.6770000000	n/a	975677	210	DOG
981.1780000000	n/a	981178	140	OWL
986.6790000000	n/a	986679	123	SWING
992.1800000000	n/a	992180	135	ELEPHANT
997.6810000000	n/a	997681	128	HAT
1003.1820000000	n/a	1003182	155	MONKEY
1008.6830000000	n/a	1008683	210	DOG
1014.1840000000	n/a	1014184	134	THIMBLE
1019.6850000000	n/a	1019685	153	WHEEL
1025.1860000000	n/a	1025186	129	SHIRT
1030.6870000000	n/a	1030687	210	DOG
1036.1880000000	n/a	1036188	159	COW
1041.6890000000	n/a	1041689	148	BUTTERFL
1047.1900000000	n/a	1047190	137	FLAMINGO
1052.6910000000	n/a	1052691	139	GUITAR
