onset	duration	sample	value	trial_type
2.0000000000	n/a	2000	32	FOX
7.5010000000	n/a	7501	29	CLOTHESP
13.0020000000	n/a	13002	210	DOG
18.5030000000	n/a	18503	7	DUCK
24.0040000000	n/a	24004	8	KITE
29.5050000000	n/a	29505	210	DOG
35.0060000000	n/a	35006	20	HIPPOPOT
40.5070000000	n/a	40507	34	SNAKE
46.0080000000	n/a	46008	210	DOG
51.5090000000	n/a	51509	2	CAMERA
57.0100000000	n/a	57010	210	DOG
62.5110000000	n/a	62511	30	APPLE
68.0120000000	n/a	68012	11	HEART
73.5130000000	n/a	73513	39	RECORDPL
79.0140000000	n/a	79014	210	DOG
84.5150000000	n/a	84515	5	CANDLE
90.0160000000	n/a	90016	31	PYRAMID
95.5170000000	n/a	95517	22	LIPS
101.0180000000	n/a	101018	13	SPOON
106.5190000000	n/a	106519	15	SNAIL
112.0200000000	n/a	112020	36	TABLE
117.5210000000	n/a	117521	37	STOOL
123.0220000000	n/a	123022	16	ZIPPER
128.5230000000	n/a	128523	210	DOG
134.0240000000	n/a	134024	9	SOCK
139.5250000000	n/a	139525	4	BANANA
145.0260000000	n/a	145026	210	DOG
150.5270000000	n/a	150527	210	DOG
156.0280000000	n/a	156028	28	ROLLERSK
161.5290000000	n/a	161529	210	DOG
167.0300000000	n/a	167030	210	DOG
172.5310000000	n/a	172531	17	FLOWER
178.0320000000	n/a	178032	10	KEY
183.5330000000	n/a	183533	21	KANGAROO
189.0340000000	n/a	189034	38	SPIDERWE
194.5350000000	n/a	194535	23	LADLE
200.0360000000	n/a	200036	12	CRAB
205.5370000000	n/a	205537	24	HAND
211.0380000000	n/a	211038	14	LADDER
216.5390000000	n/a	216539	1	BEE
222.0400000000	n/a	222040	19	HARP
227.5410000000	n/a	227541	33	ROLLINGP
233.0420000000	n/a	233042	25	MOTORCYC
238.5430000000	n/a	238543	40	GLASS
244.0440000000	n/a	244044	35	SUN
249.5450000000	n/a	249545	210	DOG
255.0460000000	n/a	255046	210	DOG
260.5470000000	n/a	260547	3	AIRPLANE
266.0480000000	n/a	266048	6	DESK
271.5490000000	n/a	271549	210	DOG
277.0500000000	n/a	277050	18	GORILLA
282.5510000000	n/a	282551	210	DOG
288.0520000000	n/a	288052	26	BIRD
293.5530000000	n/a	293553	27	BASKET
299.0540000000	n/a	299054	46	BUS
304.5550000000	n/a	304555	210	DOG
310.0560000000	n/a	310056	51	BELL
315.5570000000	n/a	315557	50	CIGARETT
321.0580000000	n/a	321058	58	FORK
326.5590000000	n/a	326559	47	FISHING 
332.0600000000	n/a	332060	210	DOG
337.5610000000	n/a	337561	65	HOUSE
343.0620000000	n/a	343062	210	DOG
348.5630000000	n/a	348563	62	KOALA
354.0640000000	n/a	354064	60	PROPELL
359.5650000000	n/a	359565	61	LOBSTER
365.0660000000	n/a	365066	48	CHAIR
370.5670000000	n/a	370567	67	EAR
376.0680000000	n/a	376068	69	COMB
381.5690000000	n/a	381569	59	FROG
387.0700000000	n/a	387070	41	LIGHTBUL
392.5710000000	n/a	392571	43	BROOM
398.0720000000	n/a	398072	79	SCREWDRI
403.5730000000	n/a	403573	210	DOG
409.0740000000	n/a	409074	54	SWAN
414.5750000000	n/a	414575	42	SPIDER
420.0760000000	n/a	420076	55	SQUIRREL
425.5770000000	n/a	425577	56	STAR
431.0780000000	n/a	431078	210	DOG
436.5790000000	n/a	436579	44	BENCH
442.0800000000	n/a	442080	71	GARBAGE
447.5810000000	n/a	447581	210	DOG
453.0820000000	n/a	453082	70	PIPE
458.5830000000	n/a	458583	210	DOG
464.0840000000	n/a	464084	57	TRAFFICL
469.5850000000	n/a	469585	73	RHINOCER
475.0860000000	n/a	475086	76	MOUSE
480.5870000000	n/a	480587	68	PANTS
486.0880000000	n/a	486088	210	DOG
491.5890000000	n/a	491589	210	DOG
497.0900000000	n/a	497090	210	DOG
502.5910000000	n/a	502591	53	TIE
508.0920000000	n/a	508092	210	DOG
513.5930000000	n/a	513593	75	SYRINGE
519.0940000000	n/a	519094	52	DRESSER
524.5950000000	n/a	524595	77	TELEPHON
530.0960000000	n/a	530096	78	TOMATO
535.5970000000	n/a	535597	66	WINDMILL
541.0980000000	n/a	541098	64	WOLF
546.5990000000	n/a	546599	63	DRAGONFL
552.1000000000	n/a	552100	74	SAXOPHON
557.6010000000	n/a	557601	45	BOTTLE
563.1020000000	n/a	563102	210	DOG
568.6030000000	n/a	568603	49	SHOE
574.1040000000	n/a	574104	210	DOG
579.6050000000	n/a	579605	72	GRAPES
585.1060000000	n/a	585106	210	DOG
590.6070000000	n/a	590607	80	CAR
596.1080000000	n/a	596108	85	BUTTON
601.6090000000	n/a	601609	103	LION
607.1100000000	n/a	607110	106	NOSE
612.6110000000	n/a	612611	86	CACTUS
618.1120000000	n/a	618112	210	DOG
623.6130000000	n/a	623613	210	DOG
629.1140000000	n/a	629114	210	DOG
634.6150000000	n/a	634615	98	STRAWBER
640.1160000000	n/a	640116	90	HANGER
645.6170000000	n/a	645617	83	SCALE
651.1180000000	n/a	651118	210	DOG
656.6190000000	n/a	656619	116	SKELETON
662.1200000000	n/a	662120	100	HELICOPT
667.6210000000	n/a	667621	101	IGLOO
673.1220000000	n/a	673122	120	SCREW
678.6230000000	n/a	678623	95	CHURCH
684.1240000000	n/a	684124	210	DOG
689.6250000000	n/a	689625	110	FEATHER
695.1260000000	n/a	695126	210	DOG
700.6270000000	n/a	700627	111	DOLL
706.1280000000	n/a	706128	210	DOG
711.6290000000	n/a	711629	108	PEACOCK
717.1300000000	n/a	717130	99	TOASTER
722.6310000000	n/a	722631	91	NAIL
728.1320000000	n/a	728132	87	CARROT
733.6330000000	n/a	733633	88	MUSHROOM
739.1340000000	n/a	739134	82	TREE
744.6350000000	n/a	744635	119	TRUMPET
750.1360000000	n/a	750136	105	GLOBE
755.6370000000	n/a	755637	210	DOG
761.1380000000	n/a	761138	210	DOG
766.6390000000	n/a	766639	114	SAW
772.1400000000	n/a	772140	81	PINEAPPL
777.6410000000	n/a	777641	210	DOG
783.1420000000	n/a	783142	102	LAMP
788.6430000000	n/a	788643	113	FAUCET
794.1440000000	n/a	794144	97	LEAF
799.6450000000	n/a	799645	96	STARFISH
805.1460000000	n/a	805146	84	SPOOLOFT
810.6470000000	n/a	810647	89	BAT
816.1480000000	n/a	816148	117	TELESCOP
