name	x	y	z
Fp1	0.951057	0.309017	0.000000
Fz	0.707107	0.000000	0.707107
F3	0.673028	0.545007	0.500000
F7	0.587785	0.809017	0.000000
FT9	0.284452	0.875452	-0.390731
FC5	0.349725	0.865601	0.358368
FC1	0.370487	0.357776	0.857167
C3	0.000000	0.707107	0.707107
T7	0.000000	1.000000	0.000000
TP9	-0.284452	0.875452	-0.390731
CP5	-0.334565	0.871572	0.358368
CP1	-0.370487	0.357776	0.857167
Pz	-0.707107	-0.000000	0.707107
P3	-0.673028	0.545007	0.500000
P7	-0.587785	0.809017	0.000000
O1	-0.951057	0.309017	0.000000
Oz	-1.000000	-0.000000	0.000000
O2	-0.951057	-0.309017	0.000000
P4	-0.673028	-0.545007	0.500000
P8	-0.587785	-0.809017	0.000000
TP10	-0.284452	-0.875452	-0.390731
CP6	-0.334565	-0.871572	0.358368
CP2	-0.370487	-0.357776	0.857167
Cz	0.000000	0.000000	1.000000
C4	0.000000	-0.707107	0.707107
T8	0.000000	-1.000000	0.000000
FT10	0.284452	-0.875452	-0.390731
FC6	0.334565	-0.871572	0.358368
FC2	0.370487	-0.357776	0.857167
F4	0.673028	-0.545007	0.500000
F8	0.587785	-0.809017	0.000000
Fp2	0.951057	-0.309017	0.000000
AF7	0.809017	0.587785	0.000000
AF3	0.891266	0.360095	0.275637
AFz	0.920505	0.000000	0.390731
F1	0.699755	0.282719	0.656059
F5	0.630644	0.725473	0.275637
FT7	0.309017	0.951057	0.000000
FC3	0.365890	0.660084	0.656059
C1	0.000000	0.390731	0.920505
C5	0.000000	0.927184	0.374607
TP7	-0.309017	0.951057	0.000000
CP3	-0.365890	0.660084	0.656059
P1	-0.699755	0.282719	0.656059
P5	-0.630644	0.725473	0.275637
PO7	-0.809017	0.587785	0.000000
PO3	-0.891266	0.360095	0.275637
POz	-0.920505	-0.000000	0.390731
PO4	-0.891266	-0.360095	0.275637
PO8	-0.809017	-0.587785	0.000000
P6	-0.630644	-0.725473	0.275637
P2	-0.699755	-0.282719	0.656059
CPz	-0.374607	-0.000000	0.927184
CP4	-0.365890	-0.660084	0.656059
TP8	-0.309017	-0.951057	0.000000
C6	0.000000	-0.927184	0.374607
C2	0.000000	-0.390731	0.920505
FC4	0.365890	-0.660084	0.656059
FT8	0.309017	-0.951057	0.000000
F6	0.630644	-0.725473	0.275637
AF8	0.809017	-0.587785	0.000000
AF4	0.891266	-0.360095	0.275637
F2	0.699755	-0.282719	0.656059
Iz	-0.927184	-0.000000	-0.374607
F9	0.541059	0.744704	-0.390731
AFF1h	0.830509	0.116720	0.544639
FFC1h	0.548514	0.167698	0.819152
FFC5h	0.506438	0.723268	0.469472
FTT7h	0.170458	0.966714	0.190809
FCC3h	0.186738	0.542327	0.819152
CCP1h	-0.194905	0.194905	0.961262
CCP5h	-0.174369	0.820344	0.544639
TPP7h	-0.478841	0.863852	0.156434
P9	-0.541059	0.744704	-0.390731
PPO9h	-0.694115	0.694115	-0.190809
PO9	-0.744704	0.541059	-0.390731
O9	-0.881804	0.286516	-0.374607
OI1h	-0.969542	0.153560	-0.190809
PPO1h	-0.830509	0.116720	0.544639
CPP3h	-0.534574	0.481332	0.694658
CPP4h	-0.534574	-0.481332	0.694658
PPO2h	-0.830509	-0.116720	0.544639
OI2h	-0.969542	-0.153560	-0.190809
O10	-0.881804	-0.286516	-0.374607
PO10	-0.744704	-0.541059	-0.390731
PPO10h	-0.694115	-0.694115	-0.190809
P10	-0.541059	-0.744704	-0.390731
TPP8h	-0.478841	-0.863852	0.156434
CCP6h	-0.174369	-0.820344	0.544639
CCP2h	-0.194905	-0.194905	0.961262
FCC4h	0.186738	-0.542327	0.819152
FTT8h	0.170458	-0.966714	0.190809
FFC6h	0.506438	-0.723268	0.469472
FFC2h	0.548514	-0.167698	0.819152
AFF2h	0.830509	-0.116720	0.544639
F10	0.541059	-0.744704	-0.390731
EOGV_m	n/a	n/a	n/a
EOGV_p	n/a	n/a	n/a
FACE	n/a	n/a	n/a
