onset	duration	sample	value	trial_type
2.0000000000	n/a	2000	18	GORILLA
7.5010000000	n/a	7501	210	DOG
13.0020000000	n/a	13002	5	CANDLE
18.5030000000	n/a	18503	10	KEY
24.0040000000	n/a	24004	210	DOG
29.5050000000	n/a	29505	210	DOG
35.0060000000	n/a	35006	38	SPIDERWE
40.5070000000	n/a	40507	26	BIRD
46.0080000000	n/a	46008	2	CAMERA
51.5090000000	n/a	51509	21	KANGAROO
57.0100000000	n/a	57010	29	CLOTHESP
62.5110000000	n/a	62511	210	DOG
68.0120000000	n/a	68012	32	FOX
73.5130000000	n/a	73513	8	KITE
79.0140000000	n/a	79014	3	AIRPLANE
84.5150000000	n/a	84515	7	DUCK
90.0160000000	n/a	90016	28	ROLLERSK
95.5170000000	n/a	95517	12	CRAB
101.0180000000	n/a	101018	27	BASKET
106.5190000000	n/a	106519	4	BANANA
112.0200000000	n/a	112020	37	STOOL
117.5210000000	n/a	117521	210	DOG
123.0220000000	n/a	123022	39	RECORDPL
128.5230000000	n/a	128523	210	DOG
134.0240000000	n/a	134024	11	HEART
139.5250000000	n/a	139525	9	SOCK
145.0260000000	n/a	145026	210	DOG
150.5270000000	n/a	150527	210	DOG
156.0280000000	n/a	156028	6	DESK
161.5290000000	n/a	161529	30	APPLE
167.0300000000	n/a	167030	14	LADDER
172.5310000000	n/a	172531	15	SNAIL
178.0320000000	n/a	178032	22	LIPS
183.5330000000	n/a	183533	210	DOG
189.0340000000	n/a	189034	210	DOG
194.5350000000	n/a	194535	210	DOG
200.0360000000	n/a	200036	13	SPOON
205.5370000000	n/a	205537	19	HARP
211.0380000000	n/a	211038	40	GLASS
216.5390000000	n/a	216539	1	BEE
222.0400000000	n/a	222040	210	DOG
227.5410000000	n/a	227541	35	SUN
233.0420000000	n/a	233042	31	PYRAMID
238.5430000000	n/a	238543	23	LADLE
244.0440000000	n/a	244044	210	DOG
249.5450000000	n/a	249545	34	SNAKE
255.0460000000	n/a	255046	210	DOG
260.5470000000	n/a	260547	33	ROLLINGP
266.0480000000	n/a	266048	24	HAND
271.5490000000	n/a	271549	16	ZIPPER
277.0500000000	n/a	277050	20	HIPPOPOT
282.5510000000	n/a	282551	17	FLOWER
288.0520000000	n/a	288052	25	MOTORCYC
293.5530000000	n/a	293553	36	TABLE
299.0540000000	n/a	299054	60	PROPELL
304.5550000000	n/a	304555	74	SAXOPHON
310.0560000000	n/a	310056	54	SWAN
315.5570000000	n/a	315557	58	FORK
321.0580000000	n/a	321058	66	WINDMILL
326.5590000000	n/a	326559	210	DOG
332.0600000000	n/a	332060	56	STAR
337.5610000000	n/a	337561	50	CIGARETT
343.0620000000	n/a	343062	210	DOG
348.5630000000	n/a	348563	71	GARBAGE
354.0640000000	n/a	354064	210	DOG
359.5650000000	n/a	359565	67	EAR
365.0660000000	n/a	365066	210	DOG
370.5670000000	n/a	370567	210	DOG
376.0680000000	n/a	376068	46	BUS
381.5690000000	n/a	381569	43	BROOM
387.0700000000	n/a	387070	68	PANTS
392.5710000000	n/a	392571	62	KOALA
398.0720000000	n/a	398072	210	DOG
403.5730000000	n/a	403573	78	TOMATO
409.0740000000	n/a	409074	210	DOG
